age,sex,job,housing,years,saving_account,checking_account,credit_amount,duration,purpose,risk
-0.49181920727016915,female,2,own,-0.7698237001292227,little,little,-0.29916128010117204,-0.7698237001399484,radio/TV,1
-1.0880894698114996,female,2,rent,-1.0474117913677214,little,little,-0.7861855811671489,-1.0474117913801266,domestic appliances,1
-0.49181920727016915,male,1,own,0.3405286648247722,little,moderate,-0.2147784600234306,0.3405286648207646,furniture/equipment,1
-0.6905759614506126,female,0,own,-0.21464751765222526,little,little,-1.039334041400373,-0.21464751765959192,education,0
-0.19368407599950394,male,2,own,-0.7698237001292227,little,moderate,1.7359231522675675,-0.7698237001399484,car,1
1.1976132032636004,male,2,own,1.450881029778767,little,little,-0.20696523594215824,1.4508810297814776,furniture/equipment,1
1.9926402199853743,male,3,own,0.3405286648247722,rich,little,0.961372205010768,0.3405286648207646,business,0
-1.0880894698114996,male,2,free,2.283645303494263,little,little,-0.4689686834674912,2.2836453035020123,radio/TV,0
-1.1874678469017212,female,2,own,-0.7698237001292227,little,moderate,-0.6137737697737389,-0.7698237001399484,radio/TV,1
-0.6905759614506126,male,2,own,-1.0474117913677214,little,moderate,-0.7054489323273345,-1.0474117913801266,business,1
-0.7899543385408344,female,1,rent,0.8957048473017696,moderate,moderate,0.7993780257257211,0.8957048473011211,business,0
0.005072678180939522,male,2,own,-0.21464751765222526,little,little,-0.22154992089386663,-0.21464751765959192,radio/TV,1
2.88704561379737,male,2,free,-0.9548824279916727,little,rich,-1.0231867116324103,-0.9548824276334006,car,1
1.2969915803538221,male,2,own,2.5612333947327617,little,little,0.43371913872217494,2.5612333947421906,radio/TV,1
-1.0880894698114996,male,2,rent,-0.7698237001292227,little,moderate,-0.6309628627525381,-0.7698237001399484,radio/TV,0
1.4957483345342655,female,2,own,-0.7698237001292227,little,moderate,-0.8611925323473635,-0.7698237001399484,radio/TV,1
-0.8893327156310561,male,2,own,0.3405286648247722,little,little,-0.909634521651252,0.3405286648207646,radio/TV,1
0.5019645636320482,male,2,own,-0.21464751765222526,little,little,-0.6627366406830456,-0.21464751765959192,radio/TV,1
-0.29306245308972567,male,2,own,0.3405286648247722,moderate,little,0.4561170477551557,0.3405286648207646,radio/TV,0
0.005072678180939522,female,1,free,0.3405286648247722,little,moderate,-0.4731357363108365,0.3405286648207646,education,0
0.10445105527116126,male,3,rent,1.450881029778767,little,moderate,2.1890901489813643,1.4508810297814776,car,1
-0.7899543385408344,male,2,own,-0.7698237001292227,little,little,-1.0346461069516097,-0.7698237001399484,car,0
0.20382943236138298,male,3,free,-0.21464751765222526,little,little,1.3317190264630776,-0.21464751765959192,car,1
-0.5911975843603909,female,1,own,-1.0474117913677214,little,rich,-1.041938449427464,-1.0474117913801266,radio/TV,0
0.8994780719929352,male,2,free,0.3405286648247722,little,little,-0.7356600654415876,0.3405286648207646,car,0
-0.9887110927212778,male,2,own,1.450881029778767,little,rich,1.6161203830213915,1.4508810297814776,radio/TV,1
1.7938834658049307,female,1,own,-1.3249998826062201,moderate,little,-1.241436104302618,-1.3249998826203049,car,1
1.9926402199853743,male,2,own,-0.7698237001292227,little,little,-0.6960730634298077,-0.7698237001399484,car,1
-1.0880894698114996,male,2,rent,-0.492235608890724,rich,little,0.32433400158436193,-0.4922356088997702,car,1
0.8994780719929352,male,1,own,-0.21464751765222526,little,little,-0.6314837443579562,-0.21464751765959192,furniture/equipment,0
-0.6905759614506126,male,2,own,1.450881029778767,little,little,-0.06893161050634661,1.4508810297814776,repairs,1
0.005072678180939522,male,2,own,-0.21464751765222526,moderate,moderate,-0.0642436760575832,-0.21464751765959192,business,1
2.88704561379737,male,2,own,-0.492235608890724,little,little,-0.6382552052283923,-0.4922356088997702,furniture/equipment,1
-1.0880894698114996,female,1,own,-0.21464751765222526,little,little,-0.9216147985758697,-0.21464751765959192,car,0
2.3901537283462613,female,1,own,0.3405286648247722,little,little,-0.5158480279551253,0.3405286648207646,vacation/others,1
-1.1874678469017212,female,2,own,-1.0474117913677214,little,moderate,-0.5601229644156687,-1.0474117913801266,radio/TV,0
1.7938834658049307,male,2,own,-1.3249998826062201,quite rich,little,-1.253937262832654,-1.3249998826203049,radio/TV,1
-0.6905759614506126,male,1,own,-0.7698237001292227,little,little,-0.8216055303355836,-0.7698237001399484,car,1
-0.3924408301799474,male,3,own,0.6181167560632709,little,moderate,1.677063530855316,0.6181167560609429,car,1
-0.09430569890928221,male,2,own,-0.21464751765222526,little,little,1.7317560994242223,-0.21464751765959192,radio/TV,1
-0.9887110927212778,female,2,own,0.8957048473017696,little,moderate,-0.31009979381495334,0.8957048473011211,car,0
-0.19368407599950394,male,2,own,-1.0474117913677214,little,little,-0.025177555651221418,-1.0474117913801266,radio/TV,1
